A,B,C,D,F
46,10,1,6,0
49,0,1,4,4
29,2,3,6,2
29,27,2,4,5
34,33,2,12,3
34,7,0,10,1
42,14,0,3,5
41,12,0,11,1
27,27,1,0,0
63,42,3,12,0
1,64,1,8,0
48,41,3,2,3
66,22,3,7,3
36,27,0,7,5
44,50,2,0,1
26,35,1,8,0
66,19,1,8,5
4,69,3,1,3
5,24,2,11,5
35,29,1,5,1
52,29,0,5,0
70,68,1,5,2
54,64,2,8,3
38,49,2,0,5
44,31,3,10,1
34,62,2,3,4
68,18,1,2,5
4,0,2,0,3
63,43,2,12,4
51,69,3,2,2
67,16,1,4,3
5,70,0,1,5
26,49,2,10,5
66,64,0,6,5
18,18,2,1,2
64,2,3,9,4
31,44,0,2,5
16,36,2,9,3
56,5,3,10,3
56,66,3,4,4
39,52,2,10,0
47,68,3,10,4
68,0,3,0,5
52,29,3,11,1
4,23,2,11,5
28,67,3,10,0
23,16,0,3,2
26,63,0,1,2
51,48,2,3,4
30,32,3,9,2
26,45,3,10,5
67,25,3,8,0
4,59,0,9,1
17,60,3,5,0
24,38,3,4,4
53,27,1,11,5
7,32,0,9,0
51,58,3,12,2
19,62,0,2,4
5,9,0,11,4
27,60,2,8,5
60,29,0,2,5
22,60,0,1,2
54,44,3,11,2
46,10,3,5,1
44,59,2,12,5
25,52,3,10,5
64,29,1,3,1
16,11,3,7,5
1,43,1,7,3
44,41,0,2,3
63,19,1,3,3
23,1,1,3,0
39,13,1,12,4
65,21,3,8,3
6,27,3,8,1
66,56,1,8,0
40,25,3,1,0
70,64,3,2,2
29,41,1,6,2
17,68,1,11,5
28,46,3,7,1
54,18,3,10,0
69,53,0,0,3
0,53,2,9,1
24,14,1,1,1
39,55,1,0,2
58,9,1,4,4
59,9,1,10,5
15,23,3,4,1
24,22,0,1,0
27,15,0,10,5
57,26,0,9,2
54,43,1,4,2
53,54,3,9,5
19,55,2,10,4
48,42,0,7,5
27,41,0,6,4
23,49,2,4,0
22,69,0,1,1
61,70,3,4,4
53,61,3,3,1
13,13,2,0,2
9,36,3,10,0
12,23,2,1,2
35,48,2,5,4
4,38,1,4,3
13,60,2,9,4
59,52,2,9,2
46,44,1,7,3
56,52,2,0,4
0,69,0,4,5
63,52,2,7,0
48,70,0,7,2
55,31,0,6,1
23,36,2,3,4
31,6,1,4,2
7,59,1,7,4
29,37,3,3,1
32,39,1,2,0
67,20,0,4,2
56,51,1,12,4
3,62,1,1,5
4,9,3,5,0
12,66,1,7,3
22,54,0,10,1
31,19,3,10,4
10,52,3,7,5
15,18,3,0,0
21,2,0,11,1
63,53,2,6,2
41,50,2,1,3
52,22,2,10,2
48,35,2,5,4
38,38,3,11,3
49,64,0,2,4
13,41,1,1,0
53,27,1,3,1
35,33,3,11,4
69,0,2,9,2
7,15,2,5,0
41,6,2,11,0
29,58,0,11,0
54,66,2,2,3
47,32,1,10,4
18,2,0,10,2
66,35,1,1,3
45,58,2,2,1
41,45,2,0,2
46,50,1,8,1
13,54,0,10,0
60,33,1,0,5
65,50,3,5,1
68,14,1,9,1
63,21,0,9,0
36,6,1,2,3
45,56,2,5,4
24,70,3,2,5
0,16,0,7,5
29,62,1,3,0
68,61,3,0,1
70,47,2,9,5
62,1,3,2,1
23,26,1,6,3
40,5,1,0,0
5,56,3,8,1
57,37,2,6,5
18,45,1,4,4
23,47,1,6,0
25,45,2,9,5
40,43,1,3,4
45,60,2,10,1
40,27,0,3,1
57,64,2,1,0
63,3,3,9,3
43,28,0,8,2
31,24,1,12,2
53,51,1,1,5
20,37,1,7,4
48,55,1,3,0
31,10,3,2,2
44,10,1,4,1
23,12,3,12,4
68,7,0,6,0
64,11,1,10,1
0,50,2,7,1
38,29,1,1,1
5,34,0,2,3
59,20,0,4,1
69,28,0,8,2
0,66,3,5,5
33,16,2,11,2
36,5,3,2,0
11,35,3,5,4
4,42,1,9,0
60,38,1,0,2
19,22,3,3,0
45,6,0,5,5
28,31,3,2,4
49,12,0,2,4
56,68,1,0,1
42,20,3,6,0
49,63,1,9,4
30,70,3,6,3
28,23,2,5,3
56,42,1,7,1
47,64,0,11,0
9,50,3,3,0
0,60,2,5,2
41,19,1,6,2
43,16,3,3,0
42,46,0,2,0
6,69,0,12,1
50,7,2,12,2
5,51,3,0,2
69,8,1,2,4
68,38,3,5,3
43,17,0,7,4
2,21,0,7,5
28,38,2,9,2
21,50,3,1,0
69,5,1,2,2
68,48,3,11,3
49,33,3,7,5
4,63,3,4,1
10,31,3,8,4
21,15,2,2,1
7,5,3,6,2
50,9,2,9,3
25,5,0,3,3
39,15,1,7,3
46,13,0,10,5
69,52,3,9,5
39,48,3,7,0
23,24,2,5,5
40,30,2,0,2
35,16,1,10,0
42,5,0,11,2
37,68,1,5,1
68,6,3,3,1
7,37,2,12,5
19,11,2,2,4
12,34,3,3,3
9,51,2,10,0
40,64,3,8,3
16,50,2,5,5
50,5,0,9,3
20,45,1,10,1
20,25,3,8,0
14,57,2,3,0
15,19,1,1,2
6,22,2,9,5
33,22,3,8,1
2,53,3,12,2
16,32,1,1,4
40,27,3,4,0
48,54,0,8,0
26,27,1,9,4
37,64,0,1,4
51,33,3,9,4
57,5,0,2,4
33,54,2,10,0
39,23,1,8,0
57,14,3,0,1
20,54,3,12,0
32,53,1,11,2
26,47,1,1,2
4,5,2,2,0
43,8,3,10,5
25,40,0,5,1
48,4,1,10,3
70,47,3,4,3
52,21,1,2,4
3,0,3,9,2
44,23,2,7,4
42,66,2,0,2
45,36,0,5,5
66,42,0,6,2
7,3,2,0,1
66,42,3,10,4
20,27,0,8,5
9,55,2,2,2
61,33,1,7,0
64,5,1,4,2
16,36,0,7,1
46,58,3,0,5
2,4,2,12,2
32,11,1,8,5
5,68,0,8,1
66,70,2,0,0
2,4,2,12,3
5,18,0,12,1
22,38,2,6,1
22,10,1,7,1
60,51,1,11,1
3,66,0,3,1
7,69,0,2,4
48,68,0,2,0
53,41,1,12,3
35,3,0,0,1
2,66,0,0,2
6,50,3,12,3
25,44,3,8,3
62,64,3,12,5
40,57,3,9,5
42,36,2,3,0
58,22,1,11,3
9,20,2,7,4
57,10,2,8,1
45,9,0,5,0
70,38,2,1,0
67,5,3,11,4
9,54,3,10,2
53,22,1,3,2
0,62,0,2,1
61,26,2,4,4
15,42,3,11,0
44,6,3,11,1
64,30,0,3,5
50,0,3,11,2
24,25,1,8,5
30,59,2,12,4
56,16,1,6,0
6,12,1,10,1
55,11,3,0,5
18,66,0,5,4
9,12,1,10,0
29,68,2,10,3
51,13,3,8,4
18,9,0,0,4
0,67,1,4,4
11,1,2,12,5
61,47,2,10,4
67,60,3,4,1
13,66,3,9,2
40,67,2,7,2
12,35,2,6,0
11,38,0,0,3
0,17,3,1,5
26,11,2,11,0
5,56,3,9,1
36,23,1,6,4
67,3,2,8,3
2,29,1,10,5
5,44,3,8,3
51,5,2,11,2
29,2,2,10,2
54,23,2,4,1
36,38,1,2,4
4,7,1,3,2
26,28,1,8,0
35,10,3,7,3
53,37,3,9,5
57,17,0,8,2
31,11,1,0,1
67,25,1,4,1
28,52,1,7,1
20,50,0,0,3
11,15,3,11,4
70,30,3,7,1
23,8,2,11,4
29,39,3,4,0
0,54,3,8,4
19,42,3,0,2
53,56,3,4,4
41,9,0,9,1
16,57,0,11,5
24,59,1,9,1
33,13,2,8,2
67,6,0,6,5
61,31,3,5,1
61,7,2,9,0
47,16,1,6,3
39,37,2,2,2
67,2,0,1,0
66,27,1,9,4
64,56,0,11,1
52,47,2,12,5
26,35,1,12,1
32,15,0,12,2
40,21,1,10,2
12,13,0,10,2
46,32,2,4,0
57,52,0,0,1
57,19,1,10,0
8,49,0,0,2
19,51,0,6,0
23,35,1,9,3
16,14,3,6,5
55,52,2,8,2
60,0,0,2,4
30,59,0,9,0
50,34,1,4,4
4,4,0,3,5
28,42,3,4,5
7,63,3,1,3
61,22,3,9,0
39,10,1,5,3
24,66,1,5,1
5,30,2,12,0
39,7,1,11,3
62,20,3,8,5
26,33,3,10,4
65,15,0,7,0
0,4,1,3,5
50,37,1,11,0
10,30,1,12,3
58,12,0,10,4
7,16,0,7,3
21,7,3,4,2
44,65,3,12,5
64,2,1,6,4
16,31,3,2,3
25,20,3,4,0
67,7,0,5,1
69,40,3,12,4
27,62,0,2,1
44,10,0,1,0
29,59,3,6,1
17,10,1,6,1
26,43,2,6,3
29,61,2,1,5
4,27,3,9,1
65,67,1,2,3
45,6,1,4,5
0,55,0,6,1
28,13,2,11,1
54,6,1,9,3
2,56,2,0,1
41,57,1,12,3
61,34,2,3,1
48,6,2,12,3
48,16,3,6,1
6,34,2,12,5
39,9,0,5,1
67,39,0,3,5
17,19,0,0,2
26,6,2,8,2
64,70,3,4,4
12,42,2,6,5
53,67,1,8,2
0,65,2,11,0
15,59,2,10,0
21,59,3,1,0
42,27,1,8,4
26,18,3,2,0
25,55,2,1,0
50,27,2,6,2
65,40,2,2,5
53,2,3,12,5
15,25,0,0,0
60,9,0,11,2
11,59,0,11,4
2,65,1,4,0
39,50,3,0,2
56,64,0,2,3
19,18,3,7,1
17,10,0,10,5
21,5,3,10,3
40,10,0,11,3
55,26,0,0,5
68,4,1,2,4
41,32,1,3,5
6,24,1,4,3
15,15,2,0,3
44,45,3,12,4
20,15,1,3,2
48,10,0,5,4
46,64,0,1,0
41,30,2,2,2
61,34,1,7,3
27,39,2,10,1
59,36,2,7,4
27,37,2,7,3
69,15,0,0,2
0,36,1,11,5
63,0,0,1,4
7,48,1,9,2
11,44,2,0,0
44,57,0,6,0
5,51,1,1,1
11,37,0,4,2
3,59,2,6,3
14,27,3,5,3
19,53,2,2,2
43,48,1,8,2
27,58,0,10,3
6,31,2,7,3
43,29,0,7,5
23,55,3,12,5
68,48,0,1,2
6,59,1,7,2
13,60,2,11,5
58,68,1,7,2
28,18,0,4,1
5,68,3,9,3
36,46,3,7,5
54,59,3,11,2
31,33,0,2,2
45,60,1,6,4
14,23,2,10,5
40,17,1,10,0
28,46,3,11,2
32,12,3,0,1
26,57,2,9,5
58,32,0,5,5
61,7,3,8,3
46,21,3,1,1
1,52,0,4,4
10,64,1,6,2
4,70,2,8,1
23,27,2,1,4
47,69,3,9,3
23,35,1,0,1
61,17,1,8,1
11,53,3,3,1
25,17,0,9,1
51,69,1,8,1
17,67,0,1,4
16,68,3,4,3
37,51,0,12,3
3,41,3,4,2
23,37,2,5,1
0,52,3,0,2
36,55,1,4,0
51,40,3,3,5
12,57,2,8,5
5,46,0,4,5
40,70,0,6,4
31,0,3,3,5
69,38,0,7,3
48,30,2,2,5
14,48,0,8,4
33,16,0,6,1
22,13,1,8,1
31,21,2,2,1
13,48,1,8,0
9,33,0,12,3
7,57,3,6,1
46,66,0,6,1
66,30,1,7,3
28,43,3,12,4
24,47,3,11,5
20,27,3,6,2
55,64,2,3,2
35,55,3,8,5
52,14,3,6,5
16,5,0,10,2
0,49,0,0,0
47,46,0,4,2
20,1,3,4,1
2,42,2,8,0
40,15,3,2,3
70,37,1,1,4
36,33,2,1,1
13,6,1,6,2
10,35,1,9,4
3,24,2,10,2
12,6,2,10,3
29,2,0,9,2
23,49,0,11,4
9,45,3,12,0
1,59,2,5,4
9,49,3,8,0
11,10,0,2,3
27,20,2,2,3
1,27,3,8,3
51,37,1,1,2
68,35,1,12,1
9,44,3,11,1
8,54,3,0,5
42,28,3,12,5
14,42,2,1,1
44,23,1,10,0
27,24,1,1,2
56,30,2,7,3
10,49,0,5,5
31,57,0,3,3
26,52,2,1,1
54,60,3,8,2
50,12,3,5,1
6,35,0,9,2
68,25,1,0,3
67,2,3,5,3
18,18,0,10,1
36,32,1,6,1
68,19,2,12,4
30,65,1,0,0
32,15,2,9,4
15,57,2,9,3
68,25,3,4,4
34,58,2,11,0
15,5,0,3,1
55,41,3,4,1
20,52,2,11,3
39,14,1,2,4
15,38,3,3,0
64,54,0,9,0
24,14,1,12,5
64,15,0,8,4
59,20,1,8,1
13,30,0,12,4
42,47,0,3,3
19,55,1,3,3
65,11,1,9,5
36,61,2,2,5
47,29,1,4,3
4,57,2,8,3
0,18,3,1,2
69,28,3,6,4
69,58,0,10,0
34,52,3,2,1
68,23,2,1,2
54,4,0,9,1
49,0,0,5,0
41,53,0,12,5
25,58,2,10,3
55,67,2,5,5
29,35,3,3,2
23,53,1,10,4
64,8,1,3,5
55,35,1,12,5
22,51,3,5,2
48,41,0,8,3
24,17,0,8,5
41,59,2,3,4
48,14,2,11,0
57,39,0,10,2
13,67,3,11,4
36,69,1,5,4
56,10,1,10,3
44,70,3,5,5
0,31,3,5,2
46,39,2,4,0
42,63,2,7,1
55,3,0,10,4
47,3,2,2,4
54,13,2,5,5
50,43,3,11,4
42,10,0,8,1
26,38,2,0,1
32,19,2,5,0
5,47,0,11,1
1,28,2,11,0
19,39,3,10,2
60,38,0,6,1
56,43,2,7,1
8,23,0,11,0
9,25,1,7,0
10,10,2,0,2
65,19,3,6,1
58,28,3,4,5
17,38,0,8,3
54,35,1,0,0
65,56,0,11,0
39,67,1,8,3
51,47,3,11,2
22,56,0,12,5
63,14,3,7,5
59,18,0,12,3
46,20,0,12,1
0,67,1,2,1
67,30,0,5,5
3,64,0,11,4
32,0,1,2,4
56,50,0,2,2
50,64,1,6,5
67,33,1,0,2
23,22,0,6,5
27,22,1,0,5
67,2,2,5,5
41,2,3,8,5
23,58,3,12,3
62,1,2,12,0
13,65,0,6,4
37,26,0,2,5
4,36,3,3,3
58,40,0,5,1
44,38,1,0,0
21,28,2,6,2
57,1,1,2,1
57,62,3,9,1
46,65,1,8,4
0,65,0,9,5
55,69,1,12,1
69,32,0,6,2
36,0,0,0,5
40,15,2,9,0
11,55,1,6,3
57,6,0,0,1
43,31,0,1,3
26,61,1,0,0
17,25,1,6,1
64,9,3,4,5
68,21,2,12,5
43,5,0,0,0
52,57,0,8,3
61,70,0,6,5
69,34,1,12,0
65,8,3,11,1
42,46,2,0,4
6,41,2,7,5
5,41,3,9,1
6,66,0,9,3
46,0,3,12,5
43,37,3,8,3
55,59,2,1,1
45,46,1,6,3
58,65,1,3,0
18,63,3,8,0
15,69,2,2,3
68,40,0,4,4
68,59,3,1,4
45,31,2,9,1
23,11,1,6,1
9,69,0,12,3
49,56,1,7,2
54,50,3,3,2
67,41,1,5,4
38,5,0,4,4
70,65,2,6,0
42,27,0,4,0
3,47,1,11,0
24,1,2,12,3
48,23,1,11,5
69,65,1,3,2
26,0,2,9,4
24,27,3,3,3
66,39,3,2,0
22,7,3,11,0
49,59,2,8,4
8,7,2,12,0
56,61,2,0,1
21,69,3,12,1
60,48,0,12,1
2,6,2,5,0
41,7,1,3,3
27,46,3,5,0
4,58,3,10,0
66,63,2,11,0
14,55,2,6,5
58,14,2,0,5
20,31,2,10,2
16,48,0,5,1
42,13,1,4,4
10,41,2,11,5
6,26,2,2,2
39,66,0,6,4
35,70,0,11,5
22,44,0,4,3
29,67,2,7,2
60,8,0,8,3
42,30,3,3,0
52,44,2,2,5
26,60,2,9,5
70,68,0,3,3
64,50,0,2,0
2,56,2,4,3
54,21,1,3,1
27,15,3,7,3
27,41,2,8,0
45,1,0,10,4
41,1,1,3,4
58,27,2,10,3
47,5,0,3,1
67,56,3,1,4
35,64,0,12,5
13,48,0,4,3
51,55,2,8,3
38,24,1,8,2
56,19,0,11,1
6,69,1,7,1
26,11,2,5,1
0,35,0,1,4
33,57,1,1,1
53,31,0,11,1
38,50,0,8,5
43,0,0,5,1
63,12,0,4,0
9,43,0,7,0
41,70,0,9,1
62,67,1,10,3
20,58,1,0,1
11,43,1,7,5
58,14,0,2,3
40,3,2,4,0
15,36,2,11,2
51,31,0,0,0
65,65,2,5,2
48,70,3,3,2
7,56,1,8,5
46,11,0,12,1
40,63,0,2,0
33,0,2,6,5
42,44,0,5,4
66,36,1,6,1
23,53,0,4,3
16,56,3,12,2
27,16,1,12,4
2,53,1,10,4
47,58,3,12,1
64,56,1,12,4
32,14,3,5,5
39,54,0,1,5
24,35,0,4,1
28,68,1,0,2
51,61,3,9,4
66,25,2,8,1
34,66,1,12,4
48,9,2,3,4
43,28,1,5,5
68,54,3,1,4
39,58,0,5,1
13,24,0,6,1
1,0,2,6,4
27,60,3,6,2
5,8,3,6,3
13,19,0,9,2
65,3,0,5,3
38,63,3,5,5
4,49,0,4,0
54,6,1,12,1
70,30,2,5,1
59,0,2,10,0
2,13,0,6,4
32,14,2,5,0
60,2,3,6,4
47,22,1,9,3
35,1,1,7,4
53,53,3,2,4
43,31,0,7,2
25,37,3,0,0
33,35,2,5,5
42,4,1,6,3
55,36,3,2,0
22,14,3,0,1
33,70,0,5,5
33,70,0,5,5
38,4,0,4,5
25,57,2,7,0
69,1,3,2,3
45,22,2,4,4
69,12,2,8,4
58,55,3,12,5
25,61,0,0,0
40,3,3,3,1
24,58,3,1,0
35,17,2,6,2
40,32,3,2,2
31,60,0,4,3
23,10,1,6,3
32,30,0,7,2
26,41,1,6,5
27,36,3,7,0
63,24,1,0,0
63,18,0,8,2
10,60,1,3,4
3,63,1,11,5
54,55,1,2,1
37,45,1,12,5
29,0,3,3,0
26,66,2,4,0
13,57,1,5,3
7,9,2,0,1
30,0,3,2,3
9,68,2,0,2
50,8,0,2,1
45,41,1,8,4
67,18,0,10,1
57,19,3,11,4
68,12,0,12,1
57,28,1,2,1
38,69,1,12,2
40,25,2,12,4
26,58,1,3,0
28,43,2,10,1
63,7,0,0,3
63,17,3,9,1
53,33,2,12,1
58,37,1,7,3
17,2,0,3,3
7,42,2,11,1
54,58,1,8,1
26,55,1,5,2
32,57,3,0,3
27,48,0,11,2
6,52,0,12,3
42,56,3,12,2
12,4,3,3,0
69,6,2,0,2
32,7,2,11,3
53,47,0,2,2
51,30,0,3,3
29,21,1,12,2
57,25,3,9,1
41,66,0,11,3
55,42,2,5,2
44,65,3,1,3
50,15,1,10,2
34,39,0,2,4
25,54,2,12,2
17,54,3,4,2
68,34,1,10,5
39,55,1,2,2
52,4,1,9,4
4,5,2,1,3
2,56,2,5,1
39,24,2,11,0
0,53,1,3,4
66,4,2,10,3
44,22,2,3,5
39,65,1,11,2
61,68,3,2,3
54,39,1,0,4
20,69,1,1,5
36,62,3,3,3
23,10,3,11,4
10,14,1,3,4
37,19,3,6,3
60,65,3,9,2
23,24,3,8,3
66,19,3,6,5
26,51,0,10,3
10,44,0,3,5
26,40,3,8,4
0,53,2,7,1
31,70,0,11,0
21,8,0,10,5
39,42,0,6,0
48,36,0,8,3
3,38,0,5,4
16,22,3,4,1
56,0,1,6,5
53,59,2,12,0
60,15,0,11,4
60,26,1,9,1
31,36,1,8,5
0,69,3,3,0
70,6,3,1,1
20,36,2,10,0
37,13,0,5,3
37,28,2,11,4
33,53,3,11,3
60,66,0,0,4
64,38,0,9,2
36,10,1,7,0
21,26,1,1,0
31,62,0,6,2
38,28,1,10,1
31,32,1,11,1
26,47,2,6,5
15,61,3,7,4
54,1,2,11,4
2,60,2,12,1
23,68,3,5,5
4,0,0,11,3
46,24,0,10,2
3,11,0,5,0
59,24,2,5,0
35,61,2,6,3
36,33,3,1,1
15,61,1,12,3
50,16,2,9,1
36,40,1,3,4
16,24,3,11,5
30,22,1,7,4
66,27,3,4,4
6,8,2,3,3
9,64,2,6,4
48,9,3,4,0
66,20,2,1,0
28,41,3,3,4
37,5,0,9,4
8,6,2,10,1
68,21,3,4,2
36,26,1,0,3
62,42,3,2,5
36,36,0,10,5
9,10,3,5,4
13,5,1,7,1
44,1,3,9,0
0,60,2,3,2
1,66,1,8,1
67,10,2,9,3
37,5,0,12,3
6,13,3,8,5
12,24,1,3,1
55,66,0,11,0
65,61,2,3,3
39,36,2,5,3
65,46,3,6,0
20,33,1,10,3
68,53,2,0,1
13,40,3,9,2
67,59,2,5,3
2,64,3,12,0
5,52,2,9,4
27,3,0,11,3
47,61,1,5,5
9,19,2,10,4
69,65,3,4,4
1,62,3,10,0
2,23,3,2,2
56,42,3,8,2
54,8,0,3,1
33,62,3,12,1
17,32,2,10,0
50,1,1,3,1
24,53,3,12,3
42,43,2,1,0
60,68,1,3,5
42,4,3,11,3
16,69,1,2,5
68,43,1,12,4
37,27,2,2,0
44,41,0,2,3
43,55,1,8,0
34,69,0,6,3
32,10,2,6,1
43,41,2,6,0
48,24,1,9,0
25,11,1,8,5
10,15,2,12,3
8,51,0,12,5
40,21,1,12,3
48,68,3,3,5
19,30,0,11,5
15,18,0,11,3
59,39,0,12,3
14,23,0,3,1
31,39,1,1,1
7,17,0,12,2
56,46,3,6,4
58,45,1,10,5
28,46,1,2,5
0,26,1,2,2
30,16,2,2,1
18,59,3,11,3
7,9,1,11,3
12,8,2,2,5
19,26,2,0,5
13,42,1,6,1
65,45,0,11,3
20,19,2,5,1
11,60,2,10,0
41,60,2,11,5
54,51,2,0,4
42,23,0,2,5
60,36,0,4,4
17,40,3,9,1
53,36,0,11,0
53,68,3,1,3
17,21,0,11,0
28,45,1,4,0
7,48,3,12,0
61,66,0,6,0
11,53,1,1,0
2,20,2,12,3
8,41,2,5,5
14,1,0,11,5
12,58,2,5,2
70,58,1,3,3
14,17,2,1,0
9,32,2,0,0
36,46,3,3,1
61,14,3,3,4
29,23,1,0,0
59,25,1,12,2
47,7,3,3,2
64,42,1,3,0
22,64,3,8,5
40,70,3,7,4
32,3,0,5,1
34,51,3,3,3
69,21,2,6,5
65,1,0,10,4
57,19,2,11,3
70,0,2,3,4
50,2,0,9,2
56,37,0,6,0
57,14,0,8,5
42,43,3,6,0
36,55,1,0,0
47,48,3,9,0
21,42,3,10,2
40,65,2,10,3
13,52,2,3,3
8,25,0,1,1
36,66,3,6,1
16,70,1,9,2
13,15,1,4,4
36,18,2,4,2
16,58,2,3,0
26,18,1,6,5
63,4,0,9,3
9,68,1,9,5
29,25,2,8,3
64,14,1,5,4
1,58,2,3,5
27,19,2,0,2
53,11,2,7,2
55,3,0,7,4
6,7,2,9,1
22,12,2,2,5
37,56,0,7,2
44,32,2,5,4
51,60,3,10,5
51,53,3,2,5
15,4,2,9,1
26,35,1,12,0
45,69,0,12,2
1,41,1,11,3
49,55,3,3,0
35,43,1,7,5
21,18,0,0,4
41,36,3,8,0
63,30,3,6,2
65,57,0,1,5
40,25,2,6,3
52,26,3,2,5
61,51,1,3,4
27,69,1,3,4
19,23,0,1,4
55,43,2,5,4
64,36,1,1,3
40,30,3,1,1
15,67,2,2,3
10,8,0,11,0
57,50,3,1,3
63,68,3,6,2
3,30,0,10,1
60,29,3,6,0
19,57,0,6,1
54,15,2,1,3
6,2,1,1,4
68,37,2,12,4
9,53,0,4,5
27,8,3,3,2
18,58,0,7,1
11,43,2,10,2
50,43,0,2,4
43,39,0,12,3
44,30,0,0,3
52,69,1,9,5
0,60,1,0,3
12,44,3,1,2
61,9,1,12,4
48,62,0,8,0
53,59,2,8,3
20,41,0,10,3
69,40,2,8,1
56,51,0,9,2
15,48,2,7,1
52,28,3,3,3
63,6,0,12,3
44,13,3,11,2
21,4,0,0,0
23,60,0,5,2
32,37,3,11,1
21,26,0,4,2
15,63,1,1,3
9,38,0,12,4
45,21,1,4,2
27,14,0,5,4
14,56,1,0,3
19,8,1,12,0
69,69,0,0,0
70,41,1,6,1
0,48,1,7,4
31,28,3,9,5
14,68,1,0,5
10,61,2,1,3
67,51,0,5,4
20,64,2,2,1
49,11,2,9,3
21,31,3,9,5
24,35,1,4,2
3,1,0,3,3
18,40,0,12,3
10,68,0,10,4
4,49,3,0,4
6,42,1,5,4
38,5,3,12,1
54,38,1,1,1
60,55,3,5,3
49,19,3,7,1
12,19,3,0,1
54,13,1,8,4
21,48,2,8,4
17,39,2,3,3
6,14,3,0,5
35,53,1,0,4
17,5,1,9,2
5,8,2,4,0
66,1,1,5,1
53,58,0,10,4
53,37,1,7,4
31,19,0,10,3
33,8,1,2,4
69,63,0,10,2
38,8,2,11,5
52,15,3,6,4
30,30,0,4,5
24,36,1,12,4
21,65,2,3,2
2,34,3,7,1
37,9,2,4,5
30,11,1,9,2
1,54,2,3,5
2,47,1,7,0
12,3,1,8,4
63,3,0,5,1
22,27,2,0,2
29,24,3,10,2
18,55,3,1,2
11,33,0,0,4
53,59,3,8,1
25,10,2,3,2
33,47,0,1,0
62,16,1,7,1
13,45,3,6,2
13,26,2,9,1
49,14,3,10,2
49,20,0,12,1
33,56,2,5,4
56,0,1,12,1
58,5,1,0,2
64,44,0,6,4
26,53,2,4,0
55,52,1,5,1
47,35,0,9,4
65,61,2,9,1
14,32,1,3,2
46,51,2,8,2
35,52,2,8,3
25,28,0,7,2
15,4,3,4,5
19,58,2,6,4
15,53,3,7,5
24,48,3,10,4
35,63,1,12,5
39,20,2,5,3
6,50,0,5,3
30,7,3,1,0
14,53,3,9,4
26,38,0,0,0
16,23,1,7,5
23,12,2,10,2
21,57,1,2,4
63,40,0,7,4
16,38,2,4,2
69,22,1,1,3
29,62,2,2,1
21,48,3,2,0
62,36,1,10,0
20,60,3,0,5
62,52,1,4,1
44,45,1,7,1
58,33,0,2,3
38,27,0,2,1
19,12,1,5,5
20,45,2,10,3
50,35,3,4,4
40,15,1,9,0
23,55,0,3,0
62,59,0,9,1
69,50,1,3,4
7,14,1,6,2
55,0,0,4,2
46,65,3,2,4
60,34,0,7,1
60,8,3,2,2
10,38,3,10,2
65,29,3,2,3
17,21,1,8,3
0,48,1,11,1
9,4,2,4,4
53,30,1,12,3
35,34,2,11,3
26,5,2,7,0
3,14,3,8,0
46,20,1,6,2
66,52,1,2,2
44,47,0,3,5
10,32,2,10,3
11,54,3,10,5
23,3,1,1,5
50,43,1,3,4
54,16,2,7,5
4,4,3,2,5
45,42,1,1,5
9,30,0,5,2
51,46,1,8,5
51,9,1,7,2
49,3,1,10,2
26,20,2,1,1
2,18,0,3,1
56,63,3,11,3
60,10,3,8,3
24,59,2,2,0
57,25,3,5,4
69,2,1,9,3
67,42,0,5,1
69,0,2,2,1
42,65,3,6,4
34,8,0,12,2
0,51,1,12,3
49,39,3,12,4
23,28,3,3,0
9,45,3,1,1
9,14,0,3,3
3,14,1,8,3
9,2,2,4,1
31,67,1,0,2
39,37,1,9,4
62,14,3,7,3
57,62,2,7,5
20,67,2,7,0
54,58,3,0,0
69,8,1,7,3
14,22,2,2,3
14,10,0,5,5
25,7,0,9,2
2,70,2,6,1
67,51,2,11,0
50,62,2,0,2
46,23,2,3,3
11,51,0,10,1
22,32,1,12,1
3,57,1,9,0
2,32,2,10,0
59,1,1,4,3
34,22,3,11,2
24,53,0,7,2
51,40,3,8,4
16,24,0,10,0
21,38,0,3,2
70,63,1,7,4
28,53,1,6,4
20,5,2,0,1
59,53,3,11,0
11,2,1,9,2
29,35,3,2,4
24,3,0,11,2
4,57,1,2,1
68,44,1,11,5
25,24,0,6,4
58,4,2,1,4
27,32,0,3,1
18,47,2,3,4
31,60,3,11,2
10,42,1,4,2
55,37,2,3,0
17,35,2,5,2
11,10,3,12,4
47,24,0,11,1
41,1,3,0,3
56,58,2,1,2
50,56,0,0,5
19,3,2,3,4
21,10,1,9,0
31,48,1,4,4
57,37,3,7,2
52,2,0,11,1
26,69,3,12,1
44,17,3,11,5
2,59,3,7,1
4,19,3,11,1
59,11,2,6,3
41,5,3,12,5
24,22,3,10,2
7,62,1,2,0
30,26,1,8,5
21,19,3,7,2
45,11,0,0,2
20,56,1,10,4
5,69,3,11,1
19,25,0,0,0
53,59,0,0,3
52,53,0,9,4
9,37,0,11,4
37,24,3,6,0
14,6,0,9,0
68,21,0,8,2
2,62,1,1,3
41,0,0,10,5
58,55,1,4,5
53,63,1,5,2
27,60,0,6,3
60,51,3,9,1
35,17,2,11,5
1,51,3,8,2
27,65,2,3,1
8,66,0,8,4
5,40,0,8,1
55,62,2,7,5
36,22,1,3,1
0,4,2,5,1
63,7,3,10,1
