A,B
48,31
32,32
58,60
43,43
14,7
1,18
39,49
13,18
69,30
52,13
42,33
20,5
43,51
68,42
69,60
11,27
37,43
2,7
39,9
1,37
35,30
54,52
57,12
54,38
33,12
63,41
10,15
21,21
20,23
31,27
69,41
67,32
39,58
61,53
36,53
0,8
50,29
52,62
16,31
6,37
57,38
57,14
32,66
70,39
38,34
23,12
48,42
42,61
14,7
6,55
23,13
32,1
62,38
43,56
3,8
10,52
46,47
2,59
31,36
62,43
0,22
18,39
20,54
54,47
59,57
8,50
45,37
21,32
24,50
45,14
28,29
58,57
60,23
20,32
0,27
6,67
27,50
51,50
38,23
27,22
14,62
42,32
25,36
48,27
68,5
59,21
54,19
4,41
15,31
38,53
0,34
26,6
60,5
42,4
50,36
22,5
27,69
16,63
13,7
34,2
66,26
11,57
29,33
63,40
37,58
46,34
44,65
69,18
22,35
13,61
20,51
43,43
21,8
2,21
70,29
20,3
54,44
36,61
63,31
55,45
68,52
64,35
29,61
19,49
14,37
14,67
38,54
1,70
51,59
69,0
43,60
10,65
37,18
45,14
23,5
43,33
6,59
53,29
5,18
34,13
28,28
34,27
64,65
35,19
50,21
25,55
31,17
50,40
4,55
33,22
15,32
28,23
59,60
40,23
20,7
17,47
14,2
21,28
32,6
41,11
41,64
43,4
27,3
57,52
1,51
5,41
3,45
11,2
37,26
53,21
60,5
62,12
38,67
27,38
2,17
46,50
44,3
62,30
8,3
45,24
48,19
2,42
63,65
13,4
10,7
3,14
15,59
42,13
10,67
58,21
25,49
20,21
0,65
23,24
52,63
69,26
46,52
65,30
25,2
19,52
26,29
65,54
28,67
37,21
54,11
68,64
21,67
20,25
7,7
42,11
26,24
22,2
4,44
55,11
37,6
9,41
54,2
38,49
7,60
10,39
48,63
66,19
0,24
22,64
32,48
20,6
39,66
37,38
37,39
67,65
28,61
17,2
0,1
58,66
2,23
37,30
6,44
61,34
66,17
6,67
46,62
29,7
66,56
43,49
41,13
61,65
14,8
68,0
2,4
49,55
46,12
67,51
18,42
17,1
56,66
32,51
65,51
31,27
15,24
46,67
45,28
2,29
43,36
41,14
43,23
2,60
59,66
57,46
54,13
67,32
18,63
20,48
61,52
31,40
11,35
48,49
53,52
8,27
60,16
29,9
46,1
12,42
20,65
61,20
15,58
49,23
51,11
53,69
66,26
10,49
63,45
19,7
61,27
53,32
65,27
70,39
49,70
55,22
57,12
29,52
66,27
34,63
15,15
68,23
46,30
40,65
5,42
27,29
22,34
66,49
34,65
29,6
66,18
63,43
34,44
51,56
21,10
56,57
61,41
50,33
0,15
34,58
63,4
58,17
57,66
30,24
30,29
29,58
3,28
13,59
22,55
35,50
19,48
6,59
69,30
34,11
26,67
23,44
3,33
55,56
20,28
63,1
17,39
17,52
27,69
28,21
70,20
7,24
49,67
49,25
1,36
4,33
40,35
55,46
49,24
42,46
20,51
32,5
66,43
2,4
20,31
57,41
10,49
26,41
13,65
26,52
55,26
20,55
38,37
70,4
60,70
24,61
22,20
45,67
64,29
51,29
21,22
56,69
27,43
59,64
68,3
19,29
14,53
24,29
26,46
11,23
54,54
14,55
0,70
39,36
6,20
9,61
2,67
68,2
44,63
43,18
53,61
20,25
46,56
27,25
24,5
37,35
61,42
13,53
9,46
52,10
8,46
4,11
17,30
27,56
36,39
0,32
4,10
64,42
13,41
6,42
40,53
70,63
51,43
10,61
23,27
19,14
26,61
5,11
32,1
44,61
62,68
64,37
1,65
69,36
42,1
8,20
25,25
24,65
61,20
41,65
31,3
36,48
13,1
47,50
39,42
19,19
31,47
38,4
22,26
25,32
66,6
20,43
14,59
29,30
45,68
46,48
1,51
34,52
57,61
38,19
56,51
38,26
26,44
60,38
69,70
21,5
43,1
25,22
28,66
65,47
29,21
52,39
6,61
56,41
1,51
27,26
2,66
34,47
66,25
15,45
15,27
1,15
65,30
9,56
19,59
42,14
34,39
58,15
57,53
30,34
46,1
24,51
26,23
12,64
50,56
54,4
2,26
3,69
17,21
26,13
1,27
10,9
69,63
42,33
50,54
15,43
46,17
11,6
58,22
17,59
45,39
21,66
63,1
48,63
23,3
1,41
41,47
36,57
58,64
5,41
60,17
55,30
70,65
7,6
56,54
40,60
52,35
56,44
16,2
27,42
42,49
33,5
42,65
16,37
70,51
69,30
66,65
9,10
65,7
21,17
6,12
1,52
33,68
0,68
4,5
62,6
26,19
29,5
21,38
64,50
67,64
59,8
61,32
51,18
70,51
28,0
56,56
29,26
52,30
34,10
0,69
28,70
6,61
48,66
52,12
4,59
57,6
21,42
66,40
32,19
9,39
27,19
9,26
22,31
33,27
53,30
58,20
47,12
0,48
0,48
32,18
9,3
47,45
7,21
54,17
64,7
24,43
49,25
3,3
34,53
32,22
59,1
44,46
32,19
19,62
64,35
3,29
64,7
64,67
58,29
12,55
58,57
47,24
70,28
55,39
9,33
10,41
17,11
13,70
66,55
19,8
14,60
7,33
64,61
4,61
17,64
31,45
53,53
10,5
47,13
43,17
31,16
29,10
55,56
24,24
30,25
1,22
50,22
69,50
8,25
40,52
44,68
70,41
3,3
60,60
60,39
8,29
4,64
60,27
8,30
27,56
42,21
9,34
43,5
54,52
67,51
44,9
22,51
7,63
14,20
46,37
10,39
68,8
46,52
24,34
28,32
12,45
37,34
19,0
36,30
9,45
46,16
54,32
48,15
59,8
3,36
28,39
58,31
2,0
14,58
8,47
9,45
27,41
33,8
27,35
40,45
41,68
8,64
23,34
44,1
61,4
39,37
1,11
6,61
33,4
19,70
11,12
45,3
37,56
61,55
40,31
66,5
31,44
10,13
16,38
50,66
34,69
2,32
37,9
8,32
19,8
69,5
29,40
38,0
64,44
57,39
58,49
37,37
25,59
30,44
66,31
2,24
46,30
3,24
6,49
19,42
61,21
63,40
40,68
3,36
17,41
31,47
0,56
20,16
47,34
19,59
29,30
2,65
20,26
5,51
56,5
28,54
17,56
37,14
13,29
49,4
35,56
36,15
59,16
25,54
43,10
52,67
21,22
16,58
39,53
42,39
22,30
51,41
31,34
61,54
29,14
63,65
43,7
38,55
2,31
19,22
16,19
29,40
36,63
57,15
19,30
0,65
34,47
32,17
59,42
33,8
1,16
44,47
13,8
12,31
59,57
54,51
60,11
52,11
62,69
38,43
31,46
13,16
6,6
58,68
54,45
21,70
39,7
29,54
51,6
6,1
63,2
11,3
54,0
63,0
12,1
61,7
26,27
4,21
18,22
35,66
54,23
67,31
57,13
15,9
23,28
69,1
70,55
22,43
68,63
55,53
34,69
53,51
65,33
6,3
25,26
64,32
56,49
59,0
59,32
64,29
19,39
46,49
36,7
66,33
0,32
42,48
33,16
37,69
69,25
60,22
66,35
54,28
3,11
33,48
44,45
15,15
38,35
19,63
68,55
23,38
26,37
34,56
2,49
58,18
44,46
50,11
58,8
56,51
67,63
45,53
19,65
41,45
9,27
54,39
28,51
60,28
14,5
27,36
12,4
47,51
61,37
62,41
16,12
60,45
4,45
70,39
26,6
34,46
65,63
25,2
53,6
10,70
53,37
12,61
46,25
26,44
29,12
44,19
10,40
3,5
46,55
1,57
46,8
49,1
5,17
5,61
23,53
2,61
69,15
51,40
23,44
64,10
56,25
1,4
61,5
16,38
1,35
5,9
49,19
64,56
6,42
57,43
63,68
23,32
3,7
57,8
32,68
61,70
2,10
15,5
3,48
31,68
64,44
53,68
24,65
36,29
19,44
20,40
2,17
4,12
50,34
67,1
68,26
56,13
33,14
16,47
37,53
42,16
32,7
19,57
19,42
37,67
28,17
39,28
64,3
48,21
35,55
50,9
12,29
25,67
1,22
55,8
48,16
55,20
13,45
43,41
53,70
29,25
4,7
30,11
39,17
46,44
7,12
63,64
58,62
64,58
26,27
47,12
66,10
46,11
34,46
67,38
51,2
46,6
19,30
21,56
23,0
1,42
10,50
37,2
17,54
54,20
44,24
28,13
56,29
19,41
52,24
37,18
64,61
45,49
10,4
50,21
0,39
54,10
15,8
37,19
66,42
41,14
67,63
8,37
27,52
8,55
68,22
9,3
52,13
59,12
21,11
68,10
31,13
26,30
30,3
47,4
17,31
3,1
60,3
6,47
36,27
34,8
27,38
62,57
33,56
13,39
33,55
66,51
25,20
60,24
53,61
63,57
12,49
45,50
55,69
0,10
0,39
44,14
33,60
35,24
33,35
69,2
64,52
59,35
51,61
37,50
31,62
49,46
22,66
32,66
12,9
18,42
31,0
1,29
20,5
13,61
64,42
70,5
64,37
68,24
46,20
50,39
55,32
54,59
3,17
66,8
55,49
59,32
11,66
37,4
36,68
51,52
10,64
44,30
45,52
19,51
38,24
0,23
37,30
69,66
3,46
22,16
2,45
63,2
31,24
3,68
3,37
61,30
41,67
31,9
50,18
56,10
45,11
58,5
62,21
28,1
31,26
48,32
62,29
0,29
13,69
38,2
17,7
13,48
4,31
65,14
44,32
5,58
36,26
45,36
70,29
24,69
60,40
38,33
8,45
10,21
15,60
46,40
67,45
47,28
2,1
21,27
45,55
17,32
14,12
44,20
25,3
24,57
33,29
51,54
1,50
2,70
29,47
55,70
5,35
47,49
17,28
31,4
49,36
17,17
14,30
66,44
34,30
1,1
66,50
59,29
17,34
23,61
3,53
5,13
54,61
44,2
0,66
11,26
62,45
6,10
52,1
38,40
49,63
67,16
60,58
32,45
26,33
3,39
70,35
36,26
39,14
60,34
43,13
51,14
21,49
54,51
22,30
61,29
33,47
32,70
45,61
10,43
28,0
39,6
65,13
7,12
61,60
10,52
41,51
27,2
60,0
37,1
11,53
32,37
17,37
31,45
34,64
20,6
41,10
40,0
21,68
6,20
60,57
30,40
11,63
58,12
29,15
15,54
56,48
49,26
8,39
4,0
55,61
5,70
59,20
47,24
40,61
18,63
15,44
43,35
55,47
57,34
15,46
1,26
33,3
45,15
56,15
49,53
22,17
0,55
56,66
15,31
31,21
14,41
5,32
9,43
48,60
1,55
44,2
38,15
37,12
46,40
67,70
57,12
21,18
49,22
60,25
2,32
13,20
33,50
42,57
5,65
3,9
3,24
21,43
38,69
28,12
65,7
56,29
60,55
35,55
38,33
51,10
70,24
65,9
25,17
8,12
5,32
14,40
2,6
17,63
36,17
38,43
25,52
65,5
25,66
23,23
36,30
40,12
10,8
57,5
5,4
3,33
7,49
0,60
69,10
30,61
0,37
8,66
17,26
62,35
47,31
9,64
40,16
40,60
2,1
31,57
47,29
37,22
47,32
23,64
32,18
32,35
27,18
63,68
62,44
41,18
16,25
68,10
68,10
60,16
0,28
3,49
38,29
13,18
53,14
5,55
11,15
54,3
30,11
56,28
61,28
9,23
15,67
50,22
30,30
22,41
12,54
17,16
56,52
30,26
46,55
61,29
68,56
68,49
28,7
56,52
17,37
4,22
36,6
30,65
18,19
1,21
19,59
31,32
47,40
33,69
70,0
70,24
49,50
39,6
37,27
8,33
23,4
23,63
40,56
8,15
26,29
30,67
69,55
15,3
7,53
59,2
34,12
8,45
41,59
44,68
21,20
34,26
52,24
47,13
9,62
2,56
7,45
65,48
14,23
9,13
44,39
27,10
28,28
60,2
69,49
39,25
47,11
18,3
4,68
11,61
17,13
63,58
53,22
43,52
23,43
43,67
32,18
9,8
20,36
61,23
63,60
55,32
14,57
14,63
38,48
12,18
13,29
0,25
0,35
21,7
43,69
58,66
10,42
20,8
60,39
18,13
2,56
8,60
17,25
51,49
51,2
48,68
59,27
41,28
16,60
16,44
43,3
53,15
45,64
46,32
3,61
50,31
28,56
31,2
70,28
38,41
35,35
1,40
33,13
17,51
58,21
66,41
39,58
41,17
1,34
49,53
58,14
42,22
22,59
5,55
14,43
40,5
2,2
61,46
29,6
33,20
50,36
63,0
65,54
44,46
10,21
61,24
39,40
12,63
15,10
19,38
47,51
26,10
38,41
9,47
27,41
51,64
63,46
6,19
12,44
47,13
1,25
52,65
17,31
53,6
15,36
29,69
16,67
45,44
10,48
54,67
57,8
48,34
7,46
42,68
8,11
6,22
49,28
32,12
19,40
27,7
55,9
9,31
55,46
11,16
15,52
30,0
14,37
68,23
58,47
1,57
2,57
2,64
62,9
66,21
10,52
4,10
41,33
9,47
35,26
9,22
33,1
4,15
63,6
44,7
35,9
48,41
18,23
17,24
65,25
0,15
65,65
65,11
17,45
33,40
10,50
63,59
52,51
12,55
33,33
70,70
34,59
30,15
5,7
60,30
32,26
43,54
12,53
57,26
17,30
7,59
60,62
11,9
32,60
9,1
0,17
31,66
63,10
33,16
9,63
55,17
46,40
44,58
22,66
52,52
7,57
51,7
22,50
51,56
50,41
2,69
11,17
44,31
58,5
60,33
70,18
9,0
35,58
18,34
70,59
27,61
43,40
40,38
4,18
29,8
26,65
13,24
58,34
30,18
69,70
29,32
6,23
33,6
50,4
14,28
19,60
67,41
11,9
17,9
44,34
59,44
18,68
30,21
11,31
6,28
10,35
16,29
56,65
55,28
68,22
44,19
51,29
0,20
16,68
19,53
53,3
70,35
2,17
48,55
45,70
50,54
4,24
31,39
53,40
24,22
16,20
53,49
58,45
63,21
33,23
30,39
17,48
5,36
70,61
59,10
22,5
57,14
54,24
53,41
62,35
11,69
38,46
31,56
36,8
0,57
31,5
6,40
65,66
47,53
30,2
21,44
68,42
27,57
36,57
45,8
68,63
70,20
4,15
43,28
15,54
50,57
67,18
43,39
21,34
49,54
14,21
23,7
57,44
13,19
8,56
70,66
54,58
41,36
50,12
53,11
11,42
57,38
13,33
37,29
6,25
22,19
31,70
5,18
60,54
20,16
45,17
52,54
68,22
44,53
69,70
41,69
42,9
61,31
16,61
43,20
8,29
3,5
26,12
19,12
6,9
47,54
6,11
9,13
27,62
61,59
29,11
67,6
31,27
24,57
34,51
20,26
19,28
49,36
2,59
12,19
25,48
50,42
19,36
4,20
32,14
46,34
14,58
60,34
64,36
19,69
39,13
67,54
42,25
60,60
55,45
49,40
3,21
50,65
46,25
40,3
17,68
14,21
34,60
67,65
34,24
57,5
64,25
24,7
29,22
34,5
28,68
32,43
47,13
50,0
69,61
47,11
5,31
38,69
44,28
42,26
54,59
6,51
38,43
21,10
63,27
31,68
9,33
40,52
33,66
68,34
4,35
58,30
12,29
13,14
34,26
27,23
47,69
37,25
30,47
70,47
60,35
48,57
41,51
39,17
44,40
39,20
6,67
48,20
58,37
27,6
12,26
54,3
60,11
52,69
33,60
65,32
38,67
69,44
61,35
33,54
58,67
19,18
23,55
2,47
31,49
66,55
21,18
43,18
53,39
61,24
45,39
2,22
36,41
42,66
22,28
2,67
36,18
28,34
52,69
65,55
15,11
35,3
52,16
18,20
49,21
20,1
14,37
67,62
45,12
39,49
52,2
70,64
61,34
14,33
6,70
29,20
42,43
11,55
23,38
5,21
49,34
21,25
63,0
15,18
68,50
53,43
7,60
55,42
27,5
37,61
25,12
45,68
25,20
4,26
30,10
10,47
63,1
27,13
56,16
39,33
15,25
14,47
17,41
2,0
5,69
22,46
41,69
17,0
2,5
15,41
26,67
32,62
4,27
5,22
11,57
19,66
33,5
12,59
0,34
41,58
59,53
21,63
66,42
15,67
29,19
8,54
29,61
14,15
7,12
70,62
5,23
39,40
33,66
69,22
41,19
28,14
49,2
18,49
44,34
1,26
67,70
12,0
9,26
61,28
15,36
64,0
21,53
49,56
59,13
15,10
8,48
16,30
4,13
59,3
63,55
62,17
5,44
13,15
45,64
6,2
17,66
12,48
22,54
55,26
21,53
27,69
41,57
34,55
53,42
62,60
1,58
20,52
27,64
2,21
41,40
14,16
17,21
67,54
23,42
68,34
68,32
63,16
41,16
68,66
64,3
56,64
22,69
6,56
47,31
61,54
41,14
8,14
42,20
8,20
1,63
34,25
62,31
9,7
12,25
32,66
52,26
35,3
42,24
48,29
17,35
52,60
2,22
28,66
68,30
55,13
26,6
57,15
60,48
66,53
57,13
63,2
43,0
70,14
8,15
20,34
62,13
17,47
64,22
52,29
56,38
10,65
4,10
1,48
39,11
14,48
8,28
12,54
19,68
55,59
64,59
51,8
60,15
68,7
70,50
67,47
47,31
58,47
39,11
14,63
66,2
41,9
55,7
45,9
10,17
18,43
49,48
37,3
64,16
5,52
13,32
70,58
63,62
50,14
68,18
37,22
24,51
50,40
2,61
36,47
22,61
70,69
50,59
8,56
20,64
30,4
45,51
28,40
42,68
61,12
16,34
62,19
35,65
19,43
44,58
47,8
1,44
0,14
41,33
33,28
53,42
45,67
23,41
31,26
23,69
44,11
7,44
22,64
59,59
56,14
20,0
37,67
32,31
35,67
18,22
33,0
9,67
13,41
54,31
9,52
58,41
58,9
35,62
39,39
45,65
59,46
35,49
38,40
0,6
69,14
70,50
51,68
68,17
15,54
63,4
43,9
36,36
53,12
59,46
33,15
16,42
14,13
16,2
59,15
61,10
28,36
69,40
4,18
27,12
56,15
44,16
18,20
4,21
47,12
64,46
4,55
37,1
37,68
24,67
2,9
64,5
4,68
11,48
65,62
16,70
11,4
30,22
60,16
54,16
64,50
20,44
42,17
24,9
43,35
65,4
33,6
59,26
5,37
4,9
70,54
13,58
20,17
25,63
51,45
24,19
35,51
58,50
69,0
63,38
11,68
57,47
49,23
26,7
43,12
61,63
0,16
39,41
64,28
33,28
3,3
50,30
41,68
9,8
13,7
42,38
2,35
51,37
16,38
22,55
36,20
50,61
14,43
62,46
17,35
2,42
70,1
43,60
35,64
68,47
64,50
10,15
37,46
13,8
70,23
7,63
56,25
55,3
10,24
24,59
34,34
44,62
54,17
35,27
38,60
23,14
28,63
51,2
31,26
47,24
49,22
45,57
70,51
25,9
2,54
3,10
18,13
48,45
7,41
17,2
54,58
35,55
16,60
67,16
48,46
57,50
28,31
61,1
0,29
43,2
21,13
51,36
17,62
33,6
9,20
60,18
67,10
49,26
10,36
54,47
53,61
27,45
51,57
0,69
58,21
55,12
66,15
18,67
49,56
7,20
51,64
11,54
53,67
37,27
59,47
54,45
1,1
20,62
2,60
10,69
28,51
16,56
65,46
6,50
39,12
56,52
64,37
66,59
31,8
39,56
18,16
29,36
3,43
56,42
65,52
70,10
31,6
30,29
21,59
48,18
17,17
25,42
0,5
11,61
59,37
60,1
26,15
14,51
58,24
44,23
34,22
29,4
38,67
52,49
21,34
54,17
14,61
60,51
13,63
19,27
62,26
56,50
28,28
38,10
9,28
42,36
17,64
29,14
16,18
5,5
9,8
52,5
7,14
53,44
35,23
62,36
50,64
7,65
22,52
60,7
53,41
44,7
50,43
0,8
49,70
68,35
62,10
9,53
17,58
17,0
31,2
10,42
12,39
0,37
13,18
7,29
47,60
43,47
31,26
67,54
24,56
58,40
39,59
33,45
60,11
48,20
55,68
57,64
33,56
25,63
46,3
35,22
27,8
33,48
17,32
21,61
3,66
26,47
0,27
5,26
58,67
12,17
38,24
15,2
58,6
8,4
51,61
36,48
27,22
54,15
49,70
51,56
66,18
39,8
14,18
36,62
48,54
36,54
22,27
41,40
30,56
31,50
60,59
42,57
15,38
61,4
53,22
37,8
14,20
5,25
55,68
52,52
62,53
61,57
30,17
20,70
33,64
32,43
31,20
3,11
58,61
3,5
27,9
60,37
61,32
32,26
7,4
43,67
44,41
34,25
48,1
68,17
69,4
44,49
39,43
32,26
69,51
28,67
61,57
35,31
60,2
58,42
12,36
45,17
3,67
7,2
24,31
18,11
11,35
18,54
48,54
6,44
32,36
29,41
38,47
40,5
36,1
15,24
52,10
8,61
57,68
53,4
55,43
24,7
32,68
53,26
33,34
36,48
17,61
55,2
59,37
47,58
30,63
40,19
66,30
53,39
35,34
32,54
21,70
20,65
40,63
16,55
6,19
12,16
1,10
30,51
68,31
68,30
32,31
69,61
64,53
24,18
69,18
50,8
42,17
52,32
27,16
60,31
60,30
64,28
32,39
38,26
51,26
8,57
51,32
51,30
18,60
47,29
36,9
44,35
52,8
32,70
0,49
34,35
63,4
63,3
41,2
4,14
42,4
9,14
17,36
15,68
27,46
10,23
36,30
43,61
5,66
5,48
44,12
33,58
32,67
7,8
27,12
68,14
33,37
28,24
14,7
55,0
37,32
26,4
58,65
43,40
44,20
34,41
48,12
68,37
42,21
8,63
67,48
49,34
10,68
63,58
11,50
27,64
30,38
50,52
31,27
66,6
12,25
14,13
12,64
16,70
24,2
43,59
7,69
16,58
12,70
56,37
3,35
16,53
19,32
0,14
19,18
39,5
67,22
35,10
27,13
28,35
33,53
23,64
55,65
64,43
5,54
28,17
40,46
19,45
0,43
35,12
35,63
11,27
61,29
33,6
36,14
41,37
25,66
2,6
4,18
17,7
57,9
21,4
7,41
65,66
46,53
47,56
35,26
64,45
10,66
13,57
3,42
36,19
35,68
47,2
15,53
59,31
41,30
47,3
16,67
26,40
8,35
35,18
41,23
41,10
44,46
59,32
64,28
58,56
22,51
47,8
40,56
22,24
4,64
63,35
17,22
15,62
67,3
49,40
18,24
44,67
24,45
52,18
24,45
6,51
52,51
49,10
31,2
2,12
0,49
12,58
8,59
61,9
58,8
24,3
1,10
2,34
23,28
33,32
15,35
46,19
67,48
64,48
3,49
62,7
2,63
45,32
22,23
41,0
14,26
38,40
19,59
59,9
26,44
50,48
36,58
37,51
49,1
5,36
2,40
65,16
3,52
21,38
24,17
14,59
12,9
67,20
69,26
48,63
12,20
63,39
10,13
5,40
26,0
47,50
42,40
58,8
15,48
47,60
25,13
39,23
24,17
44,59
45,62
41,31
29,5
32,44
24,24
42,62
32,7
48,3
17,65
59,45
38,40
37,36
42,61
12,13
52,62
13,45
25,2
36,61
66,61
48,34
45,28
17,18
3,11
11,58
12,11
49,65
44,25
38,11
30,8
24,29
48,33
63,10
48,8
51,39
32,16
5,62
51,57
45,3
23,59
35,58
5,17
59,13
67,54
69,37
69,52
13,56
2,18
13,69
61,1
34,11
5,4
70,28
35,70
39,53
12,25
27,37
34,34
18,10
24,32
28,21
33,47
27,32
56,69
15,33
64,1
60,14
20,22
2,32
36,47
37,70
64,51
53,46
14,17
45,12
47,20
57,44
56,44
27,53
28,68
57,14
52,23
69,12
68,66
17,23
37,41
50,21
42,49
5,19
49,40
38,38
62,60
58,57
29,60
35,69
22,45
49,41
56,55
25,0
70,50
68,24
26,57
7,70
45,41
20,70
34,61
22,6
47,30
5,19
4,62
13,39
22,54
27,1
38,64
61,47
28,12
24,29
54,24
58,18
60,13
59,47
60,53
7,64
34,55
23,4
7,61
23,16
17,2
32,41
3,29
51,23
28,5
13,1
21,45
12,0
3,58
6,49
50,25
68,27
44,47
6,26
16,27
53,52
21,20
10,61
27,64
3,27
58,20
29,1
17,59
42,25
34,26
9,40
47,5
58,11
53,16
14,53
30,50
13,15
65,27
46,48
23,4
29,36
67,64
67,52
26,48
43,57
12,51
5,17
54,50
64,4
10,2
23,14
29,67
44,21
68,19
17,13
70,62
19,40
18,70
68,9
21,16
41,16
46,39
26,51
65,17
19,38
67,15
5,3
69,54
3,33
47,66
52,32
12,31
8,19
66,7
41,22
33,35
23,0
12,44
54,31
63,57
4,45
8,68
42,27
23,41
2,16
52,64
21,61
40,65
22,55
27,2
39,2
21,22
66,17
34,33
50,0
38,11
52,28
19,66
50,27
28,70
57,57
68,5
69,9
17,42
59,50
52,40
8,1
35,37
28,68
7,32
31,42
1,61
54,14
39,69
6,32
66,37
7,46
19,7
69,39
14,19
55,5
50,56
20,26
43,70
58,46
40,11
57,39
31,25
15,42
7,0
44,24
54,3
31,33
15,35
54,23
30,50
37,43
40,30
17,4
55,53
67,38
34,40
21,4
29,10
13,27
4,9
30,56
22,0
42,53
20,40
7,31
10,58
43,41
11,25
22,55
66,50
32,62
1,67
64,51
42,17
53,69
13,37
24,2
8,67
66,4
63,15
4,8
45,46
38,5
39,57
12,10
49,37
53,40
8,56
35,22
46,25
52,14
47,49
47,57
56,27
12,47
47,28
9,10
13,42
29,8
31,6
6,22
67,61
43,28
12,22
22,69
20,57
48,32
58,57
25,66
10,0
58,37
8,37
41,18
9,5
42,5
44,31
70,60
26,32
20,3
31,1
43,30
64,47
18,47
56,68
57,58
42,13
32,52
13,13
57,64
26,28
11,37
52,52
62,14
48,12
67,57
8,35
31,28
3,14
34,59
47,57
57,32
19,2
29,11
63,16
16,19
14,70
59,60
46,3
3,69
48,65
35,31
31,66
3,15
2,50
54,40
62,21
36,44
11,45
35,49
45,12
7,42
67,61
1,8
16,70
2,53
53,55
63,42
6,39
11,14
50,9
20,54
41,69
26,65
56,29
13,17
45,2
32,30
60,13
68,8
8,68
48,24
26,62
35,30
29,3
19,65
65,29
3,12
51,18
51,56
68,53
17,31
23,69
53,40
7,31
11,14
21,22
21,18
49,48
15,28
30,62
13,38
58,35
43,47
49,24
45,14
69,33
66,63
53,12
38,7
15,12
2,0
16,1
15,33
17,14
56,29
32,37
14,32
35,48
60,27
9,8
67,19
12,7
43,56
10,11
31,38
38,10
28,25
10,4
10,64
22,64
51,68
65,11
22,6
49,16
69,14
62,38
12,32
61,50
43,23
63,30
44,27
43,14
63,25
31,56
18,5
56,44
3,69
69,67
2,47
25,24
65,13
25,63
22,10
3,25
60,62
17,43
37,3
44,53
36,43
63,68
41,11
48,6
29,21
66,10
54,55
70,25
65,55
42,55
42,54
15,11
26,48
4,66
63,7
17,16
46,47
25,19
14,44
18,38
57,48
20,68
57,59
21,46
18,47
44,62
36,18
16,0
1,9
70,48
10,65
27,32
34,55
68,62
3,44
29,45
45,32
68,6
66,48
48,20
6,2
4,8
45,21
45,34
23,46
26,48
39,7
4,26
46,53
50,59
57,55
56,22
50,50
52,32
23,13
63,27
12,42
6,22
56,8
64,12
10,61
41,39
17,4
40,27
48,52
51,56
50,11
12,41
24,43
2,6
26,7
10,69
20,52
32,39
53,35
41,21
59,42
37,3
66,15
13,20
32,48
16,8
36,47
60,7
15,9
7,64
66,66
1,20
22,11
9,43
64,4
38,30
59,56
32,21
32,21
8,34
20,24
51,66
70,14
51,2
26,59
28,59
8,18
38,32
68,6
53,25
42,14
43,38
49,35
63,50
23,66
17,42
11,10
31,27
58,6
68,66
3,61
9,14
39,62
61,7
42,42
40,10
2,23
45,5
51,29
4,57
65,12
33,9
10,23
15,67
33,21
67,66
53,57
60,23
36,65
21,8
21,58
43,51
44,20
36,31
57,25
34,19
35,45
54,14
66,18
3,53
21,66
22,64
53,10
18,56
69,21
19,62
52,1
26,45
66,57
23,31
38,56
36,18
6,16
13,41
30,56
53,5
1,17
54,67
29,8
21,49
67,23
24,53
62,39
3,46
37,22
32,56
9,2
22,35
12,52
27,41
20,44
41,8
37,23
1,5
31,9
58,3
3,24
31,24
52,40
36,55
55,8
20,66
52,11
45,57
51,24
31,9
5,48
26,16
5,49
39,39
56,41
47,44
35,16
31,36
18,11
60,30
18,6
38,26
59,67
23,12
56,48
42,44
32,45
31,65
42,19
53,9
35,54
45,59
42,11
3,65
49,6
32,0
26,5
0,47
6,46
37,58
64,34
54,11
39,10
63,46
57,5
32,43
49,61
48,19
65,47
30,6
34,21
50,55
33,31
51,70
4,24
50,55
50,32
52,13
27,8
54,37
9,2
65,1
1,58
65,43
53,68
0,36
42,68
28,34
3,63
41,36
33,5
66,29
52,49
51,53
44,70
18,35
54,4
35,51
32,15
0,51
25,47
40,13
69,25
3,31
51,47
21,10
24,26
21,17
40,25
28,44
1,60
6,52
69,16
32,21
11,68
55,38
5,21
53,14
25,29
57,45
24,29
42,62
54,30
52,30
27,70
12,42
31,13
67,53
37,13
14,59
19,11
68,56
9,43
9,51
14,16
61,29
32,39
29,69
42,68
24,3
56,62
19,25
26,36
58,0
19,58
28,29
24,36
29,57
62,29
41,34
14,2
68,11
35,31
70,3
63,26
55,0
35,34
22,68
16,45
23,19
18,33
25,60
1,55
27,57
28,16
37,59
69,62
32,27
54,42
63,34
65,36
30,13
47,55
1,58
39,27
61,38
9,19
69,46
44,53
41,45
38,3
10,32
57,7
70,28
39,31
6,29
42,70
49,43
55,22
24,2
28,25
46,18
32,30
15,35
5,17
7,43
30,35
66,64
11,28
11,60
28,24
27,61
20,11
33,6
59,16
57,14
32,50
59,67
70,26
38,24
16,25
30,9
26,33
37,61
29,40
49,40
21,45
69,34
50,18
30,10
26,16
20,10
16,49
37,66
54,4
66,23
46,26
30,9
52,5
59,33
37,15
48,13
44,6
42,40
55,21
60,70
29,58
5,66
9,15
14,65
17,1
2,61
11,51
58,7
67,61
20,17
34,5
33,27
33,65
20,22
55,25
49,69
10,44
23,13
20,14
43,70
16,7
11,25
